Job,Company,Location,Date,Link
analista de arquitectura empresarial sector industrial,experis,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-arquitectura-empresarial-sector-industrial-experis-1114905439.html
practicante de diseño hidráulico,anddes asociados s.a.c.,perú,2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-diseno-hidraulico-anddes-asociados-s.a.c.-1114905421.html
practicante profesional de planeamiento unidad minera,hochschild,"arequipa, arequipa",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-planeamiento-unidad-minera-hochschild-1114905376.html
practicante comercial,pacífico seguros,"san isidro, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-comercial-pacifico-seguros-1114905340.html
practicante de laboratorio metalúrgico ancash 14x7,compañia minera lincuna s.a.,"recuay, ancash",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-laboratorio-metalurgico-ancash-14x7-compania-minera-lincuna-s.a.-1114905326.html
practicante de importaciones,inversiones flotex s.a.c,perú,2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-importaciones-inversiones-flotex-s.a.c-1114678990.html
diners club practicante de gestión de procesos,diners club,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/diners-club-%7C-practicante-de-gestion-de-procesos-diners-club-1114905236.html
practicante de pre profesional de logistica d0002,cummins del perú,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-pre-profesional-de-logistica-d0002-cummins-del-peru-1114905204.html
practicante profesional de software aplicaciones k0390,komatsu mitsui,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-software-aplicaciones-k0390-komatsu-mitsui-1114905187.html
analista de personal zona sur,san martin contratistas generales,"marcona, ica",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-personal-zona-sur-san-martin-contratistas-generales-1114905170.html
practicante profesional de creditos k0389,komatsu mitsui,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-creditos-k0389-komatsu-mitsui-1114905158.html
practicante negocios digitales,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-negocios-digitales-1114905151.html
practicante caas,adecco,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-caas-adecco-1114905110.html
profesorapracticante para alumnos con problemas en el aprendizaje,confidencial,perú,2022-01-10,https://www.bumeran.com.pe/empleos/profesora-practicante-para-alumnos-con-problemas-en-el-aprendizaje-1114895018.html
especialista de aplicativos ti trabajo remoto,confidencial,"santiago de surco, lima",2022-01-10,https://www.bumeran.com.pe/empleos/especialista-de-aplicativos-ti-trabajo-remoto-1114905038.html
regional service delivery manager servicio atención al cliente cal,majorel,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/regional-service-delivery-manager-servicio-atencion-al-cliente-call-center-majorel-1114905000.html
responsable de gestión administración del personal,confidencial,"trujillo, la libertad",2022-01-10,https://www.bumeran.com.pe/empleos/responsable-de-gestion-administracion-del-personal-1114904998.html
jefe de operaciones de calidad y formación servicio atención al clie,majorel,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/jefe-de-operaciones-de-calidad-y-formacion-servicio-atencion-al-cliente-call-center-majorel-1114904950.html
prácticas shahuindo 2022,pan american silver peru s.a.c.,"cajamarca, cajamarca",2022-01-10,https://www.bumeran.com.pe/empleos/practicas-shahuindo-2022-pan-american-silver-peru-s.a.c.-1114904938.html
practicante de seguimiento y control,confidencial,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-seguimiento-y-control-1114904930.html
"practicante de certificaciones ing agroindustrial, alimentaria, pes",confidencial,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-certificaciones-ing.-agroindustrial-alimentaria-pesquera-1114904905.html
encargado médico del policlínico,ibt group,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/encargadoa-medico-del-policlinico-ibt-group-1114582141.html
practicante de proyectos de mejora,confidencial,"lurigancho, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-proyectos-de-mejora-1114904867.html
jefe de planta rubro gases industriales ref 21032,manpower perú,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/jefea-de-planta--rubro-gases-industriales-ref.-21032-manpower-peru-1114904853.html
practicante profesional de marketing,derco,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-derco-1114904824.html
practicante de contabilidad y finanzas,grupo vida sol s.a.c,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-y-finanzas-grupo-vida-sol-s.a.c-1114904698.html
practicante profesional de nóminas y planillas,fortel customer experience & bpo,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-nominas-y-planillas-fortel-customer-experience-bpo-1114904656.html
director tecnico quimico farmaceutico callao,confidencial,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/director-tecnico-quimico-farmaceutico-callao-1114904572.html
practicante de tax compliance contabilidad,kpmg en perú,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-tax-compliance-contabilidad-kpmg-en-peru-1114904552.html
practicante pre comercial marcas propias,química suiza s.a.c.,"chorrillos, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-pre-comercial-marcas-propias-quimica-suiza-s.a.c.-1114904543.html
practicante profesional contable,celepsa,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-contable-celepsa-1114904529.html
analista de aplicaciones middleware oracle cloud y ebs,michael page perú,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-aplicaciones-middleware-oracle-cloud-y-ebs-michael-page-peru-1114904520.html
asistente de recursos humanos,tawa,perú,2022-01-10,https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-tawa-1114904498.html
practicante pre profesional de información supply chain,cencosud perú s.a,"miraflores, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-informacion-supply-chain-cencosud-peru-s.a-1114904455.html
jefe de hoteleria para campamento minero cuzcotacnapuno,newrest,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/jefe-de-hoteleria-para-campamento-minero-cuzco-tacna-puno-newrest-1114904252.html
asistente de producto,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/asistente-de-producto-1114868664.html
practicante profesional de ingeniería industrialestadistitaeconomia ,mf asesoría y consultoria,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ingenieria-industrial-estadistita-economia-presencial-mf-asesoria-y-consultoria-1114904147.html
practicante de seguridas y salud en el trabajo,forsac peru sac,"los olivos, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-seguridas-y-salud-en-el-trabajo-forsac-peru-sac-1114904137.html
gerente de marketing,amaz home s.a.c.,"san borja, lima",2022-01-10,https://www.bumeran.com.pe/empleos/gerente-de-marketing-amaz-home-s.a.c.-1114904132.html
practicante de seguridad y salud en el trabajo,fractal soluciones it,"san isidro, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-seguridad-y-salud-en-el-trabajo-fractal-soluciones-it-1114904065.html
practicante pre de selección,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-pre-de-seleccion-1114903880.html
social media manager retail,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/social-media-manager-retail-1114903874.html
jefe de ventas,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/jefe-de-ventas-1114903811.html
practicante pre de compensaciones beneficios,confidencial,"lima, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-pre-de-compensaciones-beneficios-1114903708.html
practicante de infraestructura ti,tivit perú,"magdalena, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-de-infraestructura-ti-tivit-peru-1114903684.html
analista de laboratorio metalúrgico i cerro corona,sgs del perú,"cajamarca, cajamarca",2022-01-10,https://www.bumeran.com.pe/empleos/analista-de-laboratorio-metalurgico-i-cerro-corona-sgs-del-peru-1114903569.html
practicante mtbt,sgs del perú,"callao, lima",2022-01-10,https://www.bumeran.com.pe/empleos/practicante-mt-bt-sgs-del-peru-1114903310.html
practicante pre profesional de tecnología de la información ti 8vo cic,manpower perú,"lima, lima",2022-01-09,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-tecnologia-de-la-informacion-ti-8vo-ciclo-lima-ref-18965-manpower-peru-1114903061.html
practicante de contabilidad puente piedra,roger hernandez,perú,2022-01-08,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-puente-piedra-roger-hernandez-1114902858.html
practicante profesional de bienestar social,yura s.a.,"yura, arequipa",2022-01-08,https://www.bumeran.com.pe/empleos/practicante-profesional-de-bienestar-social-yura-s.a.-1114902690.html
practicante de contabilidad,cobranzas perú s.a.c.,"lima, lima",2022-01-08,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-cobranzas-peru-s.a.c.-1114902549.html
asistente de recursos humanos,grupo carmelita,"san juan de lurigancho., lima",2022-01-08,https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-grupo-carmelita-1114902541.html
practicante profesional de auditoria magdalena,los portales,"lima, lima",2022-01-08,https://www.bumeran.com.pe/empleos/practicante-profesional-de-auditoria-magdalena-los-portales-1114902525.html
practicante preprofesional de mejora continua magdalena del mar,los portales,"magdalena, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-mejora-continua-magdalena-del-mar-los-portales-1114902411.html
responsable de nomina,confidencial,"villa el salvador, lima",2022-01-07,https://www.bumeran.com.pe/empleos/responsable-de-nomina-1114902291.html
asistente de recursos humanos,confidencial,"villa el salvador, lima",2022-01-07,https://www.bumeran.com.pe/empleos/asistente-de-recursos-humanos-1114902281.html
practicante pre profesional de procesos,oym brands,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-procesos-oym-brands-1114902252.html
practicante de contabilidad,alpayana s.a.,"magdalena, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-alpayana-s.a.-1114405545.html
profesor universitario de medicinalima cercado,manpower perú,"cercado de lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/profesora-universitarioa-de-medicina-lima-cercado-manpower-peru-1114902211.html
operaria operario de planta,forsac peru sac,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/operaria-operario-de-planta-forsac-peru-sac-1114902179.html
docente del curso fisiología animal,universidad cientifica del sur s.a.c.,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/docente-del-curso-fisiologia-animal-universidad-cientifica-del-sur-s.a.c.-1114902144.html
visual designer,universidad tecnologica del peru,"cercado de lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/visual-designer-universidad-tecnologica-del-peru-1114902135.html
practicantes pre profesionales de tisistemas,softtek perú sac,"san isidro, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicantes-pre-profesionales-de-ti-sistemas-softtek-peru-sac-1114902121.html
jefe de distribución y transporte,quality products,perú,2022-01-07,https://www.bumeran.com.pe/empleos/jefe-de-distribucion-y-transporte-quality-products-1114902052.html
docente del curso anatomía de los animales domésticos,universidad cientifica del sur s.a.c.,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/docente-del-curso-anatomia-de-los-animales-domesticos-universidad-cientifica-del-sur-s.a.c.-1114902013.html
capacitador en tema nutrición para proyecto en cajamarca y ancash,tecsup,"santa anita, lima",2022-01-07,https://www.bumeran.com.pe/empleos/capacitador-en-tema-nutricion-para-proyecto-en-cajamarca-y-ancash-tecsup-1114902012.html
practicante de instrumentación y control arequipa,khana consultores,"mollendo, arequipa",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-de-instrumentacion-y-control-arequipa-khana-consultores-1114902006.html
practicante profesional gestión humana puerto malabrigo,copeinca sac,"ascope, la libertad",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-profesional-gestion-humana-puerto-malabrigo-copeinca-sac-1114901999.html
capacitador en tema pecuario para proyecto en cajamarca y ancash,tecsup,"santa anita, lima",2022-01-07,https://www.bumeran.com.pe/empleos/capacitador-en-tema-pecuario-para-proyecto-en-cajamarca-y-ancash-tecsup-1114901982.html
practicante community managercreador de contenido,daniela barrantes glaesel,"ate., lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-community-manager-creador-de-contenido-daniela-barrantes-glaesel-1114896590.html
coordinador de diseño y recursos pedagógicos,universidad privada norbert wiener,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/coordinador-de-diseno-y-recursos-pedagogicos-universidad-privada-norbert-wiener-1114901940.html
analista programador,confidencial,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/analista-programador-1113809048.html
analista programador,confidencial,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/analista-programador-1114734687.html
programador fullstack senior react nodejs,veripost,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/programador-fullstack-senior-react-nodejs-veripost-1114901873.html
analista de medios digitales,falabella,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/analista-de-medios-digitales-falabella-1114901862.html
practicante de finanzas,aris industrial s.a.,"lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-de-finanzas-aris-industrial-s.a.-1114901810.html
practicante de oficina técnica metrados civil o arquitectura,sevilla rodriguez srl,"santiago de surco, lima",2022-01-07,https://www.bumeran.com.pe/empleos/practicante-de-oficina-tecnica-metrados-civil-o-arquitectura-sevilla-rodriguez-srl-1114901703.html
tornero,zulema cajaleon f.,"cercado de lima, lima",2022-01-07,https://www.bumeran.com.pe/empleos/tornero-zulema-cajaleon-f.-1114896133.html
